year,col1,col2,pearson_corr_coeff,two_tailed_p_value
2013-2014,Percent_of_Students_that_are_African_American_(non-Hispanic),High_School_Dropout_Withdrawl_Rate,-0.4188746995429621,0.0014583105731330263
